Link,Title,string,url,css_string
fludarabine.html, Fludarabine ,fludarabine,https://bnf.nice.org.uk/interaction/fludarabine.html,#fludarabine .interactant span
fludrocortisone.html, Fludrocortisone ,fludrocortisone,https://bnf.nice.org.uk/interaction/fludrocortisone.html,#fludrocortisone .interactant span
fluorouracil-2.html, Fluorouracil ,fluorouracil-2,https://bnf.nice.org.uk/interaction/fluorouracil-2.html,#fluorouracil-2 .interactant span
fluoxetine-2.html, Fluoxetine ,fluoxetine-2,https://bnf.nice.org.uk/interaction/fluoxetine-2.html,#fluoxetine-2 .interactant span
flupentixol-2.html, Flupentixol ,flupentixol-2,https://bnf.nice.org.uk/interaction/flupentixol-2.html,#flupentixol-2 .interactant span
fluphenazine.html, Fluphenazine ,fluphenazine,https://bnf.nice.org.uk/interaction/fluphenazine.html,#fluphenazine .interactant span
flurazepam-2.html, Flurazepam ,flurazepam-2,https://bnf.nice.org.uk/interaction/flurazepam-2.html,#flurazepam-2 .interactant span
flurbiprofen-2.html, Flurbiprofen ,flurbiprofen-2,https://bnf.nice.org.uk/interaction/flurbiprofen-2.html,#flurbiprofen-2 .interactant span
fluticasone-2.html, Fluticasone ,fluticasone-2,https://bnf.nice.org.uk/interaction/fluticasone-2.html,#fluticasone-2 .interactant span
fluvastatin-2.html, Fluvastatin ,fluvastatin-2,https://bnf.nice.org.uk/interaction/fluvastatin-2.html,#fluvastatin-2 .interactant span
fluvoxamine.html, Fluvoxamine ,fluvoxamine,https://bnf.nice.org.uk/interaction/fluvoxamine.html,#fluvoxamine .interactant span
folic-acid-2.html, Folic acid ,folic-acid-2,https://bnf.nice.org.uk/interaction/folic-acid-2.html,#folic-acid-2 .interactant span
folinic-acid-2.html, Folinic acid ,folinic-acid-2,https://bnf.nice.org.uk/interaction/folinic-acid-2.html,#folinic-acid-2 .interactant span
fondaparinux.html, Fondaparinux ,fondaparinux,https://bnf.nice.org.uk/interaction/fondaparinux.html,#fondaparinux .interactant span
formoterol.html, Formoterol ,formoterol,https://bnf.nice.org.uk/interaction/formoterol.html,#formoterol .interactant span
fosamprenavir-2.html, Fosamprenavir ,fosamprenavir-2,https://bnf.nice.org.uk/interaction/fosamprenavir-2.html,#fosamprenavir-2 .interactant span
fosaprepitant-2.html, Fosaprepitant ,fosaprepitant-2,https://bnf.nice.org.uk/interaction/fosaprepitant-2.html,#fosaprepitant-2 .interactant span
foscarnet.html, Foscarnet ,foscarnet,https://bnf.nice.org.uk/interaction/foscarnet.html,#foscarnet .interactant span
fosinopril.html, Fosinopril ,fosinopril,https://bnf.nice.org.uk/interaction/fosinopril.html,#fosinopril .interactant span
fosphenytoin.html, Fosphenytoin ,fosphenytoin,https://bnf.nice.org.uk/interaction/fosphenytoin.html,#fosphenytoin .interactant span
frovatriptan-2.html, Frovatriptan ,frovatriptan-2,https://bnf.nice.org.uk/interaction/frovatriptan-2.html,#frovatriptan-2 .interactant span
fulvestrant-2.html, Fulvestrant ,fulvestrant-2,https://bnf.nice.org.uk/interaction/fulvestrant-2.html,#fulvestrant-2 .interactant span
furosemide-2.html, Furosemide ,furosemide-2,https://bnf.nice.org.uk/interaction/furosemide-2.html,#furosemide-2 .interactant span
fusidic-acid-2.html, Fusidic acid ,fusidic-acid-2,https://bnf.nice.org.uk/interaction/fusidic-acid-2.html,#fusidic-acid-2 .interactant span
gabapentin-2.html, Gabapentin ,gabapentin-2,https://bnf.nice.org.uk/interaction/gabapentin-2.html,#gabapentin-2 .interactant span
galantamine-2.html, Galantamine ,galantamine-2,https://bnf.nice.org.uk/interaction/galantamine-2.html,#galantamine-2 .interactant span
ganciclovir-2.html, Ganciclovir ,ganciclovir-2,https://bnf.nice.org.uk/interaction/ganciclovir-2.html,#ganciclovir-2 .interactant span
gefitinib-2.html, Gefitinib ,gefitinib-2,https://bnf.nice.org.uk/interaction/gefitinib-2.html,#gefitinib-2 .interactant span
gemcitabine-2.html, Gemcitabine ,gemcitabine-2,https://bnf.nice.org.uk/interaction/gemcitabine-2.html,#gemcitabine-2 .interactant span
gemfibrozil-2.html, Gemfibrozil ,gemfibrozil-2,https://bnf.nice.org.uk/interaction/gemfibrozil-2.html,#gemfibrozil-2 .interactant span
gentamicin-2.html, Gentamicin ,gentamicin-2,https://bnf.nice.org.uk/interaction/gentamicin-2.html,#gentamicin-2 .interactant span
glecaprevir.html, Glecaprevir ,glecaprevir,https://bnf.nice.org.uk/interaction/glecaprevir.html,#glecaprevir .interactant span
glibenclamide-2.html, Glibenclamide ,glibenclamide-2,https://bnf.nice.org.uk/interaction/glibenclamide-2.html,#glibenclamide-2 .interactant span
gliclazide-2.html, Gliclazide ,gliclazide-2,https://bnf.nice.org.uk/interaction/gliclazide-2.html,#gliclazide-2 .interactant span
glimepiride-2.html, Glimepiride ,glimepiride-2,https://bnf.nice.org.uk/interaction/glimepiride-2.html,#glimepiride-2 .interactant span
glipizide-2.html, Glipizide ,glipizide-2,https://bnf.nice.org.uk/interaction/glipizide-2.html,#glipizide-2 .interactant span
glucagon-2.html, Glucagon ,glucagon-2,https://bnf.nice.org.uk/interaction/glucagon-2.html,#glucagon-2 .interactant span
glucosamine-2.html, Glucosamine ,glucosamine-2,https://bnf.nice.org.uk/interaction/glucosamine-2.html,#glucosamine-2 .interactant span
glucose-2.html, Glucose ,glucose-2,https://bnf.nice.org.uk/interaction/glucose-2.html,#glucose-2 .interactant span
glycerol-phenylbutyrate-2.html, Glycerol phenylbutyrate ,glycerol-phenylbutyrate-2,https://bnf.nice.org.uk/interaction/glycerol-phenylbutyrate-2.html,#glycerol-phenylbutyrate-2 .interactant span
glyceryl-trinitrate-2.html, Glyceryl trinitrate ,glyceryl-trinitrate-2,https://bnf.nice.org.uk/interaction/glyceryl-trinitrate-2.html,#glyceryl-trinitrate-2 .interactant span
glycopyrronium.html, Glycopyrronium ,glycopyrronium,https://bnf.nice.org.uk/interaction/glycopyrronium.html,#glycopyrronium .interactant span
golimumab-2.html, Golimumab ,golimumab-2,https://bnf.nice.org.uk/interaction/golimumab-2.html,#golimumab-2 .interactant span
granisetron-2.html, Granisetron ,granisetron-2,https://bnf.nice.org.uk/interaction/granisetron-2.html,#granisetron-2 .interactant span
grapefruit-juice-2.html, Grapefruit juice ,grapefruit-juice-2,https://bnf.nice.org.uk/interaction/grapefruit-juice-2.html,#grapefruit-juice-2 .interactant span
grazoprevir.html, Grazoprevir ,grazoprevir,https://bnf.nice.org.uk/interaction/grazoprevir.html,#grazoprevir .interactant span
griseofulvin-2.html, Griseofulvin ,griseofulvin-2,https://bnf.nice.org.uk/interaction/griseofulvin-2.html,#griseofulvin-2 .interactant span
guanethidine.html, Guanethidine ,guanethidine,https://bnf.nice.org.uk/interaction/guanethidine.html,#guanethidine .interactant span
guanfacine-2.html, Guanfacine ,guanfacine-2,https://bnf.nice.org.uk/interaction/guanfacine-2.html,#guanfacine-2 .interactant span
guselkumab-2.html, Guselkumab ,guselkumab-2,https://bnf.nice.org.uk/interaction/guselkumab-2.html,#guselkumab-2 .interactant span
haloperidol-2.html, Haloperidol ,haloperidol-2,https://bnf.nice.org.uk/interaction/haloperidol-2.html,#haloperidol-2 .interactant span
heparin-unfractionated-2.html, Heparin (unfractionated) ,heparin-unfractionated-2,https://bnf.nice.org.uk/interaction/heparin-unfractionated-2.html,#heparin-unfractionated-2 .interactant span
hepatitis-b-immunoglobulin-2.html, Hepatitis B immunoglobulin ,hepatitis-b-immunoglobulin-2,https://bnf.nice.org.uk/interaction/hepatitis-b-immunoglobulin-2.html,#hepatitis-b-immunoglobulin-2 .interactant span
homatropine.html, Homatropine ,homatropine,https://bnf.nice.org.uk/interaction/homatropine.html,#homatropine .interactant span
hormone-replacement-therapy.html, Hormone replacement therapy ,hormone-replacement-therapy,https://bnf.nice.org.uk/interaction/hormone-replacement-therapy.html,#hormone-replacement-therapy .interactant span
hydralazine.html, Hydralazine ,hydralazine,https://bnf.nice.org.uk/interaction/hydralazine.html,#hydralazine .interactant span
hydrochlorothiazide-2.html, Hydrochlorothiazide ,hydrochlorothiazide-2,https://bnf.nice.org.uk/interaction/hydrochlorothiazide-2.html,#hydrochlorothiazide-2 .interactant span
hydrocortisone-2.html, Hydrocortisone ,hydrocortisone-2,https://bnf.nice.org.uk/interaction/hydrocortisone-2.html,#hydrocortisone-2 .interactant span
hydroflumethiazide.html, Hydroflumethiazide ,hydroflumethiazide,https://bnf.nice.org.uk/interaction/hydroflumethiazide.html,#hydroflumethiazide .interactant span
hydromorphone.html, Hydromorphone ,hydromorphone,https://bnf.nice.org.uk/interaction/hydromorphone.html,#hydromorphone .interactant span
hydroxycarbamide-2.html, Hydroxycarbamide ,hydroxycarbamide-2,https://bnf.nice.org.uk/interaction/hydroxycarbamide-2.html,#hydroxycarbamide-2 .interactant span
hydroxychloroquine.html, Hydroxychloroquine ,hydroxychloroquine,https://bnf.nice.org.uk/interaction/hydroxychloroquine.html,#hydroxychloroquine .interactant span
hydroxyzine.html, Hydroxyzine ,hydroxyzine,https://bnf.nice.org.uk/interaction/hydroxyzine.html,#hydroxyzine .interactant span
hyoscine.html, Hyoscine ,hyoscine,https://bnf.nice.org.uk/interaction/hyoscine.html,#hyoscine .interactant span
ibandronic-acid-2.html, Ibandronic acid ,ibandronic-acid-2,https://bnf.nice.org.uk/interaction/ibandronic-acid-2.html,#ibandronic-acid-2 .interactant span
ibrutinib-2.html, Ibrutinib ,ibrutinib-2,https://bnf.nice.org.uk/interaction/ibrutinib-2.html,#ibrutinib-2 .interactant span
ibuprofen-2.html, Ibuprofen ,ibuprofen-2,https://bnf.nice.org.uk/interaction/ibuprofen-2.html,#ibuprofen-2 .interactant span
icatibant-2.html, Icatibant ,icatibant-2,https://bnf.nice.org.uk/interaction/icatibant-2.html,#icatibant-2 .interactant span
idarubicin.html, Idarubicin ,idarubicin,https://bnf.nice.org.uk/interaction/idarubicin.html,#idarubicin .interactant span
idelalisib-2.html, Idelalisib ,idelalisib-2,https://bnf.nice.org.uk/interaction/idelalisib-2.html,#idelalisib-2 .interactant span
ifosfamide-2.html, Ifosfamide ,ifosfamide-2,https://bnf.nice.org.uk/interaction/ifosfamide-2.html,#ifosfamide-2 .interactant span
iloprost-2.html, Iloprost ,iloprost-2,https://bnf.nice.org.uk/interaction/iloprost-2.html,#iloprost-2 .interactant span
imatinib-2.html, Imatinib ,imatinib-2,https://bnf.nice.org.uk/interaction/imatinib-2.html,#imatinib-2 .interactant span
imidapril.html, Imidapril ,imidapril,https://bnf.nice.org.uk/interaction/imidapril.html,#imidapril .interactant span
imipenem.html, Imipenem ,imipenem,https://bnf.nice.org.uk/interaction/imipenem.html,#imipenem .interactant span
imipramine.html, Imipramine ,imipramine,https://bnf.nice.org.uk/interaction/imipramine.html,#imipramine .interactant span
indacaterol-2.html, Indacaterol ,indacaterol-2,https://bnf.nice.org.uk/interaction/indacaterol-2.html,#indacaterol-2 .interactant span
indapamide-2.html, Indapamide ,indapamide-2,https://bnf.nice.org.uk/interaction/indapamide-2.html,#indapamide-2 .interactant span
indometacin-2.html, Indometacin ,indometacin-2,https://bnf.nice.org.uk/interaction/indometacin-2.html,#indometacin-2 .interactant span
indoramin-2.html, Indoramin ,indoramin-2,https://bnf.nice.org.uk/interaction/indoramin-2.html,#indoramin-2 .interactant span
infliximab-2.html, Infliximab ,infliximab-2,https://bnf.nice.org.uk/interaction/infliximab-2.html,#infliximab-2 .interactant span
influenza-vaccine-live.html, Influenza vaccine (live) ,influenza-vaccine-live,https://bnf.nice.org.uk/interaction/influenza-vaccine-live.html,#influenza-vaccine-live .interactant span
inotuzumab-ozogamicin-2.html, Inotuzumab ozogamicin ,inotuzumab-ozogamicin-2,https://bnf.nice.org.uk/interaction/inotuzumab-ozogamicin-2.html,#inotuzumab-ozogamicin-2 .interactant span
insulins.html, Insulins ,insulins,https://bnf.nice.org.uk/interaction/insulins.html,#insulins .interactant span
interferon-alfa-2.html, Interferon alfa ,interferon-alfa-2,https://bnf.nice.org.uk/interaction/interferon-alfa-2.html,#interferon-alfa-2 .interactant span
interferon-beta-2.html, Interferon beta ,interferon-beta-2,https://bnf.nice.org.uk/interaction/interferon-beta-2.html,#interferon-beta-2 .interactant span
ipilimumab-2.html, Ipilimumab ,ipilimumab-2,https://bnf.nice.org.uk/interaction/ipilimumab-2.html,#ipilimumab-2 .interactant span
ipratropium.html, Ipratropium ,ipratropium,https://bnf.nice.org.uk/interaction/ipratropium.html,#ipratropium .interactant span
irbesartan-2.html, Irbesartan ,irbesartan-2,https://bnf.nice.org.uk/interaction/irbesartan-2.html,#irbesartan-2 .interactant span
irinotecan.html, Irinotecan ,irinotecan,https://bnf.nice.org.uk/interaction/irinotecan.html,#irinotecan .interactant span
iron-dextran-2.html, Iron dextran ,iron-dextran-2,https://bnf.nice.org.uk/interaction/iron-dextran-2.html,#iron-dextran-2 .interactant span
iron-isomaltoside-1000-2.html, Iron isomaltoside 1000 ,iron-isomaltoside-1000-2,https://bnf.nice.org.uk/interaction/iron-isomaltoside-1000-2.html,#iron-isomaltoside-1000-2 .interactant span
iron-sucrose-2.html, Iron sucrose ,iron-sucrose-2,https://bnf.nice.org.uk/interaction/iron-sucrose-2.html,#iron-sucrose-2 .interactant span
isavuconazole-2.html, Isavuconazole ,isavuconazole-2,https://bnf.nice.org.uk/interaction/isavuconazole-2.html,#isavuconazole-2 .interactant span
isocarboxazid-2.html, Isocarboxazid ,isocarboxazid-2,https://bnf.nice.org.uk/interaction/isocarboxazid-2.html,#isocarboxazid-2 .interactant span
isoflurane-2.html, Isoflurane ,isoflurane-2,https://bnf.nice.org.uk/interaction/isoflurane-2.html,#isoflurane-2 .interactant span
isometheptene.html, Isometheptene ,isometheptene,https://bnf.nice.org.uk/interaction/isometheptene.html,#isometheptene .interactant span
isoniazid-2.html, Isoniazid ,isoniazid-2,https://bnf.nice.org.uk/interaction/isoniazid-2.html,#isoniazid-2 .interactant span
isosorbide-dinitrate-2.html, Isosorbide dinitrate ,isosorbide-dinitrate-2,https://bnf.nice.org.uk/interaction/isosorbide-dinitrate-2.html,#isosorbide-dinitrate-2 .interactant span
isosorbide-mononitrate-2.html, Isosorbide mononitrate ,isosorbide-mononitrate-2,https://bnf.nice.org.uk/interaction/isosorbide-mononitrate-2.html,#isosorbide-mononitrate-2 .interactant span
isotretinoin-2.html, Isotretinoin ,isotretinoin-2,https://bnf.nice.org.uk/interaction/isotretinoin-2.html,#isotretinoin-2 .interactant span
itraconazole-2.html, Itraconazole ,itraconazole-2,https://bnf.nice.org.uk/interaction/itraconazole-2.html,#itraconazole-2 .interactant span
ivabradine-2.html, Ivabradine ,ivabradine-2,https://bnf.nice.org.uk/interaction/ivabradine-2.html,#ivabradine-2 .interactant span
ivacaftor-2.html, Ivacaftor ,ivacaftor-2,https://bnf.nice.org.uk/interaction/ivacaftor-2.html,#ivacaftor-2 .interactant span
ivermectin-2.html, Ivermectin ,ivermectin-2,https://bnf.nice.org.uk/interaction/ivermectin-2.html,#ivermectin-2 .interactant span
ixazomib-2.html, Ixazomib ,ixazomib-2,https://bnf.nice.org.uk/interaction/ixazomib-2.html,#ixazomib-2 .interactant span
ixekizumab-2.html, Ixekizumab ,ixekizumab-2,https://bnf.nice.org.uk/interaction/ixekizumab-2.html,#ixekizumab-2 .interactant span
kaolin-2.html, Kaolin ,kaolin-2,https://bnf.nice.org.uk/interaction/kaolin-2.html,#kaolin-2 .interactant span
ketamine-2.html, Ketamine ,ketamine-2,https://bnf.nice.org.uk/interaction/ketamine-2.html,#ketamine-2 .interactant span
ketoconazole-2.html, Ketoconazole ,ketoconazole-2,https://bnf.nice.org.uk/interaction/ketoconazole-2.html,#ketoconazole-2 .interactant span
ketoprofen-2.html, Ketoprofen ,ketoprofen-2,https://bnf.nice.org.uk/interaction/ketoprofen-2.html,#ketoprofen-2 .interactant span
ketorolac.html, Ketorolac ,ketorolac,https://bnf.nice.org.uk/interaction/ketorolac.html,#ketorolac .interactant span
ketotifen-2.html, Ketotifen ,ketotifen-2,https://bnf.nice.org.uk/interaction/ketotifen-2.html,#ketotifen-2 .interactant span
labetalol.html, Labetalol ,labetalol,https://bnf.nice.org.uk/interaction/labetalol.html,#labetalol .interactant span
lacidipine-2.html, Lacidipine ,lacidipine-2,https://bnf.nice.org.uk/interaction/lacidipine-2.html,#lacidipine-2 .interactant span
lamivudine-2.html, Lamivudine ,lamivudine-2,https://bnf.nice.org.uk/interaction/lamivudine-2.html,#lamivudine-2 .interactant span
lamotrigine-2.html, Lamotrigine ,lamotrigine-2,https://bnf.nice.org.uk/interaction/lamotrigine-2.html,#lamotrigine-2 .interactant span
lanreotide-2.html, Lanreotide ,lanreotide-2,https://bnf.nice.org.uk/interaction/lanreotide-2.html,#lanreotide-2 .interactant span
lansoprazole-2.html, Lansoprazole ,lansoprazole-2,https://bnf.nice.org.uk/interaction/lansoprazole-2.html,#lansoprazole-2 .interactant span
lanthanum-2.html, Lanthanum ,lanthanum-2,https://bnf.nice.org.uk/interaction/lanthanum-2.html,#lanthanum-2 .interactant span
lapatinib-2.html, Lapatinib ,lapatinib-2,https://bnf.nice.org.uk/interaction/lapatinib-2.html,#lapatinib-2 .interactant span
laronidase-2.html, Laronidase ,laronidase-2,https://bnf.nice.org.uk/interaction/laronidase-2.html,#laronidase-2 .interactant span
ledipasvir.html, Ledipasvir ,ledipasvir,https://bnf.nice.org.uk/interaction/ledipasvir.html,#ledipasvir .interactant span
leflunomide-2.html, Leflunomide ,leflunomide-2,https://bnf.nice.org.uk/interaction/leflunomide-2.html,#leflunomide-2 .interactant span
lenalidomide-2.html, Lenalidomide ,lenalidomide-2,https://bnf.nice.org.uk/interaction/lenalidomide-2.html,#lenalidomide-2 .interactant span
lercanidipine.html, Lercanidipine ,lercanidipine,https://bnf.nice.org.uk/interaction/lercanidipine.html,#lercanidipine .interactant span
levamisole-2.html, Levamisole ,levamisole-2,https://bnf.nice.org.uk/interaction/levamisole-2.html,#levamisole-2 .interactant span
levetiracetam-2.html, Levetiracetam ,levetiracetam-2,https://bnf.nice.org.uk/interaction/levetiracetam-2.html,#levetiracetam-2 .interactant span
levobunolol.html, Levobunolol ,levobunolol,https://bnf.nice.org.uk/interaction/levobunolol.html,#levobunolol .interactant span
levobupivacaine-2.html, Levobupivacaine ,levobupivacaine-2,https://bnf.nice.org.uk/interaction/levobupivacaine-2.html,#levobupivacaine-2 .interactant span
levocetirizine.html, Levocetirizine ,levocetirizine,https://bnf.nice.org.uk/interaction/levocetirizine.html,#levocetirizine .interactant span
levodopa.html, Levodopa ,levodopa,https://bnf.nice.org.uk/interaction/levodopa.html,#levodopa .interactant span
levofloxacin-2.html, Levofloxacin ,levofloxacin-2,https://bnf.nice.org.uk/interaction/levofloxacin-2.html,#levofloxacin-2 .interactant span
levofolinic-acid-2.html, Levofolinic acid ,levofolinic-acid-2,https://bnf.nice.org.uk/interaction/levofolinic-acid-2.html,#levofolinic-acid-2 .interactant span
levomepromazine-2.html, Levomepromazine ,levomepromazine-2,https://bnf.nice.org.uk/interaction/levomepromazine-2.html,#levomepromazine-2 .interactant span
levonorgestrel-2.html, Levonorgestrel ,levonorgestrel-2,https://bnf.nice.org.uk/interaction/levonorgestrel-2.html,#levonorgestrel-2 .interactant span
levothyroxine.html, Levothyroxine ,levothyroxine,https://bnf.nice.org.uk/interaction/levothyroxine.html,#levothyroxine .interactant span
lidocaine.html, Lidocaine ,lidocaine,https://bnf.nice.org.uk/interaction/lidocaine.html,#lidocaine .interactant span
linagliptin-2.html, Linagliptin ,linagliptin-2,https://bnf.nice.org.uk/interaction/linagliptin-2.html,#linagliptin-2 .interactant span
linezolid-2.html, Linezolid ,linezolid-2,https://bnf.nice.org.uk/interaction/linezolid-2.html,#linezolid-2 .interactant span
liothyronine.html, Liothyronine ,liothyronine,https://bnf.nice.org.uk/interaction/liothyronine.html,#liothyronine .interactant span
liraglutide-2.html, Liraglutide ,liraglutide-2,https://bnf.nice.org.uk/interaction/liraglutide-2.html,#liraglutide-2 .interactant span
lisdexamfetamine.html, Lisdexamfetamine ,lisdexamfetamine,https://bnf.nice.org.uk/interaction/lisdexamfetamine.html,#lisdexamfetamine .interactant span
lisinopril-2.html, Lisinopril ,lisinopril-2,https://bnf.nice.org.uk/interaction/lisinopril-2.html,#lisinopril-2 .interactant span
lithium.html, Lithium ,lithium,https://bnf.nice.org.uk/interaction/lithium.html,#lithium .interactant span
lixisenatide-2.html, Lixisenatide ,lixisenatide-2,https://bnf.nice.org.uk/interaction/lixisenatide-2.html,#lixisenatide-2 .interactant span
lofepramine-2.html, Lofepramine ,lofepramine-2,https://bnf.nice.org.uk/interaction/lofepramine-2.html,#lofepramine-2 .interactant span
lofexidine.html, Lofexidine ,lofexidine,https://bnf.nice.org.uk/interaction/lofexidine.html,#lofexidine .interactant span
lomitapide-2.html, Lomitapide ,lomitapide-2,https://bnf.nice.org.uk/interaction/lomitapide-2.html,#lomitapide-2 .interactant span
lomustine-2.html, Lomustine ,lomustine-2,https://bnf.nice.org.uk/interaction/lomustine-2.html,#lomustine-2 .interactant span
loperamide.html, Loperamide ,loperamide,https://bnf.nice.org.uk/interaction/loperamide.html,#loperamide .interactant span
lopinavir.html, Lopinavir ,lopinavir,https://bnf.nice.org.uk/interaction/lopinavir.html,#lopinavir .interactant span
loprazolam-2.html, Loprazolam ,loprazolam-2,https://bnf.nice.org.uk/interaction/loprazolam-2.html,#loprazolam-2 .interactant span
loratadine-2.html, Loratadine ,loratadine-2,https://bnf.nice.org.uk/interaction/loratadine-2.html,#loratadine-2 .interactant span
lorazepam-2.html, Lorazepam ,lorazepam-2,https://bnf.nice.org.uk/interaction/lorazepam-2.html,#lorazepam-2 .interactant span
lormetazepam-2.html, Lormetazepam ,lormetazepam-2,https://bnf.nice.org.uk/interaction/lormetazepam-2.html,#lormetazepam-2 .interactant span
losartan.html, Losartan ,losartan,https://bnf.nice.org.uk/interaction/losartan.html,#losartan .interactant span
loxapine-2.html, Loxapine ,loxapine-2,https://bnf.nice.org.uk/interaction/loxapine-2.html,#loxapine-2 .interactant span
lumacaftor.html, Lumacaftor ,lumacaftor,https://bnf.nice.org.uk/interaction/lumacaftor.html,#lumacaftor .interactant span
lurasidone.html, Lurasidone ,lurasidone,https://bnf.nice.org.uk/interaction/lurasidone.html,#lurasidone .interactant span
lymecycline-2.html, Lymecycline ,lymecycline-2,https://bnf.nice.org.uk/interaction/lymecycline-2.html,#lymecycline-2 .interactant span
macitentan-2.html, Macitentan ,macitentan-2,https://bnf.nice.org.uk/interaction/macitentan-2.html,#macitentan-2 .interactant span
magnesium.html, Magnesium ,magnesium,https://bnf.nice.org.uk/interaction/magnesium.html,#magnesium .interactant span
magnesium-carbonate-2.html, Magnesium carbonate ,magnesium-carbonate-2,https://bnf.nice.org.uk/interaction/magnesium-carbonate-2.html,#magnesium-carbonate-2 .interactant span
magnesium-trisilicate-2.html, Magnesium trisilicate ,magnesium-trisilicate-2,https://bnf.nice.org.uk/interaction/magnesium-trisilicate-2.html,#magnesium-trisilicate-2 .interactant span
maraviroc-2.html, Maraviroc ,maraviroc-2,https://bnf.nice.org.uk/interaction/maraviroc-2.html,#maraviroc-2 .interactant span
measles-mumps-and-rubella-vaccine-live-2.html," Measles, mumps and rubella vaccine, live ",measles-mumps-and-rubella-vaccine-live-2,https://bnf.nice.org.uk/interaction/measles-mumps-and-rubella-vaccine-live-2.html,#measles-mumps-and-rubella-vaccine-live-2 .interactant span
mebendazole-2.html, Mebendazole ,mebendazole-2,https://bnf.nice.org.uk/interaction/mebendazole-2.html,#mebendazole-2 .interactant span
medroxyprogesterone.html, Medroxyprogesterone ,medroxyprogesterone,https://bnf.nice.org.uk/interaction/medroxyprogesterone.html,#medroxyprogesterone .interactant span
mefenamic-acid-2.html, Mefenamic acid ,mefenamic-acid-2,https://bnf.nice.org.uk/interaction/mefenamic-acid-2.html,#mefenamic-acid-2 .interactant span
mefloquine-2.html, Mefloquine ,mefloquine-2,https://bnf.nice.org.uk/interaction/mefloquine-2.html,#mefloquine-2 .interactant span
melatonin-2.html, Melatonin ,melatonin-2,https://bnf.nice.org.uk/interaction/melatonin-2.html,#melatonin-2 .interactant span
meloxicam-2.html, Meloxicam ,meloxicam-2,https://bnf.nice.org.uk/interaction/meloxicam-2.html,#meloxicam-2 .interactant span
melphalan-2.html, Melphalan ,melphalan-2,https://bnf.nice.org.uk/interaction/melphalan-2.html,#melphalan-2 .interactant span
memantine.html, Memantine ,memantine,https://bnf.nice.org.uk/interaction/memantine.html,#memantine .interactant span
mepacrine.html, Mepacrine ,mepacrine,https://bnf.nice.org.uk/interaction/mepacrine.html,#mepacrine .interactant span
mepivacaine.html, Mepivacaine ,mepivacaine,https://bnf.nice.org.uk/interaction/mepivacaine.html,#mepivacaine .interactant span
meprobamate-2.html, Meprobamate ,meprobamate-2,https://bnf.nice.org.uk/interaction/meprobamate-2.html,#meprobamate-2 .interactant span
meptazinol-2.html, Meptazinol ,meptazinol-2,https://bnf.nice.org.uk/interaction/meptazinol-2.html,#meptazinol-2 .interactant span
mercaptopurine-2.html, Mercaptopurine ,mercaptopurine-2,https://bnf.nice.org.uk/interaction/mercaptopurine-2.html,#mercaptopurine-2 .interactant span
meropenem-2.html, Meropenem ,meropenem-2,https://bnf.nice.org.uk/interaction/meropenem-2.html,#meropenem-2 .interactant span
metaraminol-2.html, Metaraminol ,metaraminol-2,https://bnf.nice.org.uk/interaction/metaraminol-2.html,#metaraminol-2 .interactant span
metformin.html, Metformin ,metformin,https://bnf.nice.org.uk/interaction/metformin.html,#metformin .interactant span
methadone.html, Methadone ,methadone,https://bnf.nice.org.uk/interaction/methadone.html,#methadone .interactant span
methenamine.html, Methenamine ,methenamine,https://bnf.nice.org.uk/interaction/methenamine.html,#methenamine .interactant span
methocarbamol-2.html, Methocarbamol ,methocarbamol-2,https://bnf.nice.org.uk/interaction/methocarbamol-2.html,#methocarbamol-2 .interactant span
methotrexate-2.html, Methotrexate ,methotrexate-2,https://bnf.nice.org.uk/interaction/methotrexate-2.html,#methotrexate-2 .interactant span
methoxyflurane-2.html, Methoxyflurane ,methoxyflurane-2,https://bnf.nice.org.uk/interaction/methoxyflurane-2.html,#methoxyflurane-2 .interactant span
methyldopa-2.html, Methyldopa ,methyldopa-2,https://bnf.nice.org.uk/interaction/methyldopa-2.html,#methyldopa-2 .interactant span
methylphenidate.html, Methylphenidate ,methylphenidate,https://bnf.nice.org.uk/interaction/methylphenidate.html,#methylphenidate .interactant span
methylprednisolone-2.html, Methylprednisolone ,methylprednisolone-2,https://bnf.nice.org.uk/interaction/methylprednisolone-2.html,#methylprednisolone-2 .interactant span
methylthioninium-chloride-2.html, Methylthioninium chloride ,methylthioninium-chloride-2,https://bnf.nice.org.uk/interaction/methylthioninium-chloride-2.html,#methylthioninium-chloride-2 .interactant span
metoclopramide.html, Metoclopramide ,metoclopramide,https://bnf.nice.org.uk/interaction/metoclopramide.html,#metoclopramide .interactant span
metolazone-2.html, Metolazone ,metolazone-2,https://bnf.nice.org.uk/interaction/metolazone-2.html,#metolazone-2 .interactant span
metoprolol.html, Metoprolol ,metoprolol,https://bnf.nice.org.uk/interaction/metoprolol.html,#metoprolol .interactant span
metronidazole-2.html, Metronidazole ,metronidazole-2,https://bnf.nice.org.uk/interaction/metronidazole-2.html,#metronidazole-2 .interactant span
metyrapone-2.html, Metyrapone ,metyrapone-2,https://bnf.nice.org.uk/interaction/metyrapone-2.html,#metyrapone-2 .interactant span
mianserin.html, Mianserin ,mianserin,https://bnf.nice.org.uk/interaction/mianserin.html,#mianserin .interactant span
micafungin-2.html, Micafungin ,micafungin-2,https://bnf.nice.org.uk/interaction/micafungin-2.html,#micafungin-2 .interactant span
